,digraph,inter-key,uut,ddt
116911,g1,215,294,327
116912,19,127,212,206
116913,ma,76,232,155
116914,ar,36,115,192
116915,rg,112,194,191
116916,ga,-6,151,76
116917,au,3,79,160
116918,ux,73,191,149
116919,30,112,192,192
116920,0p,375,455,455
116921,pg,262,380,342
116922,g1,187,267,305
116923,19,149,229,229
116924,ma,56,183,146
116925,ar,118,214,245
116926,rg,112,197,208
116927,ga,11,144,96
116928,au,82,162,215
116929,ux,56,173,136
116930,30,83,174,168
116931,0p,299,373,390
116932,pg,159,276,233
116933,g1,163,258,280
116934,19,111,201,206
116935,ma,20,140,103
116936,ar,111,197,231
116937,rg,110,197,196
116938,ga,-21,97,66
116939,au,35,117,153
116940,ux,54,180,136
116941,30,129,186,198
116942,0p,416,487,473
116943,pg,466,602,537
116944,g1,142,217,278
116945,19,156,237,231
116946,ma,39,82,119
116947,ar,153,235,196
116948,rg,1011,1093,1093
116949,ga,153,235,235
116950,au,114,196,196
116951,ux,76,197,158
116952,30,76,197,158
116953,0p,426,508,547
116954,pg,192,313,274
116955,g1,231,337,352
116956,19,114,196,220
116957,ma,38,120,119
116958,ar,154,239,236
116959,rg,-7,78,78
116960,ga,76,197,161
116961,au,-43,41,78
116962,ux,115,161,199
116963,30,115,197,158
116964,0p,309,391,391
116965,pg,76,167,158
116966,g1,231,313,322
116967,19,115,197,197
116968,ma,37,115,106
116969,ar,149,219,227
116970,rg,92,159,162
116971,ga,49,133,116
116972,au,89,148,173
116973,ux,98,171,157
116974,30,118,183,191
116975,0p,331,389,396
116976,pg,137,261,195
116977,g1,200,272,324
116978,19,162,231,234
116979,ma,161,262,241
116980,ar,76,161,177
116981,rg,108,209,193
116982,ga,23,140,124
116983,au,24,104,141
116984,ux,120,226,200
116985,30,89,169,169
116986,0p,358,432,438
116987,pg,331,449,405
116988,g1,244,345,362
116989,19,170,255,271
116990,ma,75,178,146
116991,ar,116,187,219
116992,rg,111,186,182
116993,ga,73,169,148
116994,au,65,115,161
116995,ux,108,155,158
116996,30,104,178,202
116997,0p,272,327,346
116998,pg,411,499,466
116999,g1,251,328,339
117000,19,119,197,196
117001,ma,39,120,119
117002,ar,115,197,196
117003,rg,76,157,158
117004,ga,38,158,119
117005,au,4,81,124
117006,ux,76,158,153
117007,30,115,197,197
117008,0p,309,391,391
117009,pg,388,508,470
117010,g1,544,626,664
117011,19,115,184,197
117012,ma,149,266,191
117013,ar,36,116,153
117014,rg,112,190,192
117015,ga,38,155,116
117016,au,3,78,120
117017,ux,112,192,187
117018,30,112,191,154
117019,0p,376,456,455
117020,pg,149,267,229
117021,g1,187,289,305
117022,19,112,192,214
117023,ma,-6,78,78
117024,ar,154,236,238
117025,rg,37,119,119
117026,ga,40,160,122
117027,au,3,42,123
117028,ux,115,197,154
117029,30,115,158,197
117030,0p,309,392,352
117031,pg,75,158,158
117032,g1,231,313,314
117033,19,154,223,236
117034,ma,19,99,115
117035,ar,108,210,188
117036,rg,54,145,156
117037,ga,53,164,144
117038,au,72,162,183
117039,ux,33,156,123
117040,30,111,202,169
117041,0p,337,395,428
117042,pg,156,257,214
117043,g1,206,297,307
117044,19,110,201,201
117045,ma,103,198,174
117046,ar,91,156,186
117047,rg,130,207,195
117048,ga,80,168,157
117049,au,106,174,194
117050,ux,80,180,148
117051,30,108,158,191
117052,0p,290,343,340
117053,pg,133,249,186
117054,g1,206,266,322
117055,19,176,237,236
117056,ma,86,162,148
117057,ar,161,268,237
117058,rg,21,87,128
117059,ga,4651,4757,4717
117060,au,594,656,700
117061,ux,151,257,213
117062,30,116,178,192
117063,0p,413,475,475
117064,pg,251,343,313
117065,g1,431,492,523
117066,19,203,265,264
117067,ma,74,154,115
117068,ar,112,192,192
117069,rg,188,268,268
117070,ga,150,230,230
117071,au,644,724,724
117072,ux,149,229,229
117073,30,111,154,191
117074,0p,339,419,382
117075,pg,150,230,230
117076,g1,249,329,329
117077,19,111,192,191
117078,ma,76,158,158
117079,ar,115,197,197
117080,rg,76,156,158
117081,ga,39,159,119
117082,au,38,120,158
117083,ux,37,123,119
117084,30,114,196,196
117085,0p,349,392,431
117086,pg,153,235,196
117087,g1,232,314,314
117088,19,76,158,158
117089,ma,38,121,119
117090,ar,114,197,197
117091,rg,37,118,120
117092,ga,38,120,119
117093,au,3,81,85
117094,ux,76,162,154
117095,30,114,158,158
117096,0p,348,430,392
117097,pg,115,197,197
117098,g1,231,313,313
117099,19,115,197,197
117100,ma,88,168,162
117101,ar,92,169,172
117102,rg,120,198,197
117103,ga,31,96,109
117104,au,75,137,140
117105,ux,54,148,116
117106,30,108,189,175
117107,0p,308,370,389
117108,pg,153,239,215
117109,g1,173,249,259
117110,19,124,198,200
117111,ma,93,179,162
117112,ar,88,158,174
117113,rg,116,188,186
117114,ga,54,149,126
117115,au,26,86,121
117116,ux,96,179,156
117117,30,110,189,182
117118,0p,280,351,359
117119,pg,147,227,218
117120,g1,201,279,281
117121,19,121,188,199
117122,ma,112,192,154
117123,ar,112,154,192
117124,rg,150,230,192
117125,ga,74,116,154
117126,au,112,154,154
117127,ux,150,192,192
117128,30,112,192,154
117129,0p,302,382,382
117130,pg,225,305,305
117131,g1,188,268,268
117132,19,112,192,192
117133,ma,62,201,132
117134,ar,78,153,217
117135,rg,111,201,186
117136,ga,77,126,167
117137,au,39,117,88
117138,ux,304,430,382
117139,30,103,187,181
117140,0p,266,337,350
117141,pg,115,208,186
117142,g1,210,288,303
117143,19,146,216,224
117144,ma,159,207,222
117145,ar,88,158,136
117146,rg,107,189,177
117147,ga,43,138,125
117148,au,31,96,126
117149,ux,70,196,135
117150,30,106,177,185
117151,0p,280,350,351
117152,pg,72,180,142
117153,g1,174,259,282
117154,19,75,158,160
117155,ma,57,151,120
117156,ar,135,200,229
117157,rg,126,189,191
117158,ga,27,132,90
117159,au,94,159,199
117160,ux,220,314,285
117161,30,87,159,173
117162,0p,371,447,443
117163,pg,205,305,281
117164,g1,103,169,203
117165,19,142,211,208
117166,ma,109,223,187
117167,ar,73,150,187
117168,rg,109,190,186
117169,ga,-6,110,75
117170,au,36,113,152
117171,ux,73,150,150
117172,30,109,187,187
117173,0p,331,408,409
117174,pg,146,261,223
117175,g1,183,260,298
117176,19,146,224,223
117177,ma,66,130,125
117178,ar,183,264,247
117179,rg,53,120,134
117180,ga,84,176,151
117181,au,35,108,127
117182,ux,116,197,189
117183,30,111,184,194
117184,0p,297,369,370
117185,pg,394,493,466
117186,g1,189,268,288
117187,19,113,192,192
117188,ma,34,124,116
117189,ar,110,206,200
117190,rg,23,108,119
117191,ga,51,184,136
117192,au,62,152,195
117193,ux,156,316,246
117194,30,71,167,149
117195,0p,315,390,411
117196,pg,111,223,186
117197,g1,215,295,327
117198,19,140,219,220
117199,ma,97,204,177
117200,ar,155,245,262
117201,rg,33,124,123
117202,ga,38,150,129
117203,au,35,120,147
117204,ux,103,215,188
117205,30,84,190,191
117206,0p,316,396,422
117207,pg,127,239,207
117208,g1,187,273,299
117209,19,147,238,233
117210,ma,85,161,161
117211,ar,129,235,205
117212,rg,51,126,157
117213,ga,76,182,151
117214,au,0,60,106
117215,ux,112,218,172
117216,30,100,176,176
117217,0p,353,429,429
117218,pg,129,235,205
117219,g1,206,282,312
117220,19,164,240,240
117221,ma,76,158,119
117222,ar,115,197,197
117223,rg,114,195,196
117224,ga,38,159,119
117225,au,3,42,124
117226,ux,80,166,119
117227,30,185,196,267
117228,0p,582,664,593
117229,pg,37,119,119
117230,g1,270,352,352
117231,19,154,236,236
117232,ma,72,150,150
117233,ar,80,158,158
117234,rg,109,226,187
117235,ga,-6,110,111
117236,au,36,113,152
117237,ux,73,113,150
117238,30,72,187,187
117239,0p,294,372,409
117240,pg,220,297,298
117241,g1,257,335,334
117242,19,146,211,224
117243,ma,71,161,132
117244,ar,135,260,225
117245,rg,16,94,141
117246,ga,53,181,131
117247,au,17,80,145
117248,ux,129,242,192
117249,30,115,191,176
117250,0p,394,470,470
117251,pg,179,300,255
117252,g1,204,280,325
117253,19,174,237,250
117254,ma,37,117,116
117255,ar,112,192,192
117256,rg,74,156,154
117257,ga,-6,114,76
117258,au,74,127,194
117259,ux,74,154,127
117260,30,74,154,154
117261,0p,340,420,420
117262,pg,74,192,154
117263,g1,226,306,344
117264,19,112,192,192
117265,ma,149,266,229
117266,ar,36,116,153
117267,rg,112,194,192
117268,ga,-6,113,76
117269,au,36,116,155
117270,ux,74,192,154
117271,30,111,191,191
117272,0p,338,418,418
117273,pg,451,531,531
117274,g1,225,342,305
117275,19,112,192,229
117276,ma,153,251,213
117277,ar,125,194,223
117278,rg,112,186,181
117279,ga,92,188,166
117280,au,73,146,169
117281,ux,145,248,218
117282,30,96,177,177
117283,0p,610,677,691
117284,pg,174,300,241
117285,g1,177,237,303
117286,19,152,237,212
117287,ma,114,196,174
117288,ar,115,197,197
117289,rg,37,119,119
117290,ga,76,168,158
117291,au,3,81,95
117292,ux,76,196,154
117293,30,1,4,4
117294,0p,0,2,3
117295,pg,1,2,3
117296,g1,1,3,2
117297,19,0,2,2
117298,ma,76,158,120
117299,ar,114,196,196
117300,rg,76,157,158
117301,ga,38,120,119
117302,au,38,119,120
117303,ux,77,158,158
117304,30,115,158,197
117305,0p,310,391,353
117306,pg,115,197,196
117307,g1,232,314,314
117308,19,114,183,196
117309,ma,98,198,171
117310,ar,158,237,258
117311,rg,115,197,194
117312,ga,36,138,118
117313,au,36,107,138
117314,ux,87,187,158
117315,30,111,188,176
117316,0p,278,325,355
117317,pg,208,310,255
117318,g1,164,237,266
117319,19,167,236,240
117320,ma,36,114,76
117321,ar,182,260,260
117322,rg,146,223,224
117323,ga,36,114,113
117324,au,84,123,162
117325,ux,72,150,111
117326,30,109,187,187
117327,0p,294,371,372
117328,pg,183,298,260
117329,g1,220,298,335
117330,19,109,186,187
117331,ma,56,161,116
117332,ar,125,247,230
117333,rg,31,107,153
117334,ga,55,176,131
117335,au,16,77,137
117336,ux,124,245,185
117337,30,105,166,165
117338,0p,355,416,416
117339,pg,155,260,216
117340,g1,363,439,468
117341,19,164,242,240
117342,ma,103,213,168
117343,ar,111,180,221
117344,rg,104,180,173
117345,ga,32,152,108
117346,au,72,139,192
117347,ux,72,173,139
117348,30,100,181,184
117349,0p,377,447,458
117350,pg,188,316,258
117351,g1,168,242,296
117352,19,154,210,228
117353,ma,121,224,189
117354,ar,122,168,225
117355,rg,157,221,203
117356,ga,53,161,117
117357,au,43,107,151
117358,ux,176,263,240
117359,30,82,161,167
117360,0p,305,364,384
117361,pg,127,222,186
117362,g1,196,261,291
117363,19,158,232,223
117364,ma,72,156,136
117365,ar,140,220,224
117366,rg,304,368,384
117367,ga,80,200,144
117368,au,32,88,152
117369,ux,104,184,160
117370,30,104,160,176
117371,0p,352,416,408
117372,pg,736,824,800
117373,g1,264,344,352
117374,19,112,168,192
117375,ma,76,121,136
117376,ar,115,197,160
117377,rg,115,199,197
117378,ga,-6,117,78
117379,au,37,119,160
117380,ux,76,158,158
117381,30,76,158,158
117382,0p,309,391,391
117383,pg,115,197,197
117384,g1,231,313,313
117385,19,153,197,235
117386,ma,114,195,174
117387,ar,76,157,157
117388,rg,114,157,195
117389,ga,346,428,389
117390,au,75,157,157
117391,ux,385,505,467
117392,30,114,196,195
117393,0p,307,389,389
117394,pg,152,234,234
117395,g1,268,350,350
117396,19,152,234,234
117397,ma,66,198,140
117398,ar,54,126,186
117399,rg,111,186,183
117400,ga,14,151,89
117401,au,53,116,190
117402,ux,96,241,159
117403,30,133,207,207
117404,0p,309,367,383
117405,pg,114,229,172
117406,g1,220,287,335
117407,19,150,217,217
117408,ma,137,208,197
117409,ar,65,136,136
117410,rg,112,187,183
117411,ga,43,128,118
117412,au,62,137,147
117413,ux,101,167,176
117414,30,113,188,185
117415,0p,305,378,380
117416,pg,177,269,250
117417,g1,214,288,306
117418,19,145,207,219
117419,ma,49,174,112
117420,ar,128,214,253
117421,rg,108,190,194
117422,ga,30,142,112
117423,au,58,109,170
117424,ux,174,275,225
117425,30,110,180,160
117426,0p,404,457,474
117427,pg,379,502,432
117428,g1,109,170,232
117429,19,168,232,229
117430,ma,43,152,106
117431,ar,82,139,191
117432,rg,124,190,181
117433,ga,57,151,123
117434,au,15,77,109
117435,ux,107,191,169
117436,30,111,180,177
117437,0p,278,332,347
117438,pg,116,223,170
117439,g1,169,242,276
117440,19,119,190,192
117441,ma,43,133,104
117442,ar,143,207,233
117443,rg,141,210,205
117444,ga,39,141,108
117445,au,20,87,122
117446,ux,125,223,192
117447,30,106,180,183
117448,0p,249,312,323
117449,pg,158,278,221
117450,g1,161,239,281
117451,19,113,180,191
117452,ma,38,118,79
117453,ar,111,191,191
117454,rg,74,153,154
117455,ga,38,155,117
117456,au,74,117,191
117457,ux,74,154,117
117458,30,112,154,192
117459,0p,340,382,382
117460,pg,272,352,314
117461,g1,187,267,267
117462,19,112,192,192
117463,ma,46,153,107
117464,ar,121,227,228
117465,rg,81,143,187
117466,ga,90,208,152
117467,au,41,117,159
117468,ux,108,215,184
117469,30,96,173,172
117470,0p,361,438,438
117471,pg,253,374,330
117472,g1,377,438,498
117473,19,238,300,299
117474,ma,-6,117,81
117475,ar,115,197,238
117476,rg,76,127,158
117477,ga,38,120,89
117478,au,76,119,158
117479,ux,38,120,81
117480,30,1,5,624
117481,0p,1,4,5
117482,pg,154,275,157
117483,g1,154,275,275
117484,19,76,159,197
117485,ma,27,118,107
117486,ar,104,205,195
117487,rg,54,145,155
117488,ga,24,141,115
117489,au,16,101,133
117490,ux,40,141,125
117491,30,84,180,174
117492,0p,320,400,416
117493,pg,227,345,307
117494,g1,170,260,288
117495,19,119,209,209
117496,ma,76,157,157
117497,ar,115,196,196
117498,rg,114,194,195
117499,ga,38,158,118
117500,au,3,80,123
117501,ux,114,196,191
117502,30,114,196,195
117503,0p,346,427,428
117504,pg,153,273,234
117505,g1,191,273,311
117506,19,114,195,196
117507,ma,101,177,174
117508,ar,202,277,278
117509,rg,141,218,216
117510,ga,89,157,166
117511,au,13,76,81
117512,ux,210,267,273
117513,30,104,188,174
117514,0p,285,337,369
117515,pg,154,238,206
117516,g1,208,288,292
117517,19,118,187,198
117518,ma,114,234,156
117519,ar,76,166,196
117520,rg,114,198,204
117521,ga,-6,154,78
117522,au,37,80,197
117523,ux,114,196,157
117524,30,114,157,195
117525,0p,346,428,389
117526,pg,114,234,196
117527,g1,230,311,350
117528,19,76,157,157
117529,ma,122,228,183
117530,ar,119,177,225
117531,rg,157,216,215
117532,ga,53,169,112
117533,au,71,135,187
117534,ux,116,230,180
117535,30,94,188,169
117536,0p,254,316,348
117537,pg,190,321,252
117538,g1,135,196,266
117539,19,141,227,202
117540,ma,115,227,195
117541,ar,62,131,174
117542,rg,123,214,192
117543,ga,51,147,142
117544,au,84,159,180
117545,ux,143,270,218
117546,30,106,191,191
117547,0p,342,411,427
117548,pg,154,260,223
117549,g1,200,290,306
117550,19,164,238,254
117551,ma,168,276,219
117552,ar,141,211,249
117553,rg,116,180,186
117554,ga,30,153,94
117555,au,87,149,210
117556,ux,149,212,211
117557,30,84,171,161
117558,0p,290,344,377
117559,pg,142,266,196
117560,g1,126,191,250
117561,19,157,231,222
117562,pe,4,71,143
117563,et,68,172,135
117564,ti,-36,70,68
117565,it,3,69,109
117566,te,75,173,141
117567,ea,3,107,101
117568,au,1,69,105
117569,bl,46,124,160
117570,la,81,203,159
117571,ab,85,225,207
117572,bl,8,113,148
117573,la,3,138,108
117574,pe,-72,35,70
117575,et,51,164,158
117576,ti,8,69,121
117577,it,7,69,68
117578,te,83,200,145
117579,ea,2,74,119
117580,au,14,109,86
117581,bl,31,169,133
117582,la,1,68,139
117583,ab,164,271,231
117584,bl,2,106,109
117585,la,3,104,107
117586,pe,-42,38,110
117587,et,45,161,125
117588,ti,-45,66,71
117589,it,7,76,118
117590,te,69,164,138
117591,ea,-32,69,63
117592,au,2,104,103
117593,bl,33,142,136
117594,la,4,105,113
117595,ab,81,224,182
117596,bl,3,106,146
117597,la,2,104,105
117598,pe,-36,34,106
117599,et,68,173,138
117600,ti,3,71,108
117601,it,1,69,69
117602,te,114,185,182
117603,ea,3,106,74
117604,au,2,69,105
117605,bl,21,92,128
117606,la,30,134,101
117607,ab,156,261,260
117608,bl,33,138,138
117609,la,5,108,110
117610,pe,11,109,81
117611,et,68,183,166
117612,ti,-41,34,74
117613,it,24,139,99
117614,te,54,172,169
117615,ea,8,159,126
117616,au,7,81,158
117617,bl,23,165,129
117618,la,-36,34,106
117619,ab,88,196,158
117620,bl,2,106,110
117621,la,2,106,106
117622,pe,2,69,109
117623,et,75,180,142
117624,ti,-36,69,69
117625,it,457,612,562
117626,te,76,189,231
117627,ea,8,138,121
117628,au,14,149,144
117629,bl,178,248,318
117630,la,3,106,73
117631,ab,105,210,208
117632,bl,4,110,109
117633,la,18,125,124
117634,pe,-35,36,105
117635,et,81,187,152
117636,ti,-34,72,72
117637,it,3,69,109
117638,te,79,180,145
117639,ea,-35,106,66
117640,au,3,71,144
117641,bl,13,120,130
117642,la,8,136,115
117643,ab,85,200,213
117644,bl,13,121,128
117645,la,8,144,116
117646,gr,-69,91,90
117647,ri,-39,56,121
117648,ie,59,193,154
117649,ec,6,196,140
117650,ch,-30,59,160
117651,mo,120,184,199
117652,ot,35,135,99
117653,ts,119,209,219
117654,se,103,186,193
117655,ec,60,186,143
117656,cr,132,326,258
117657,re,-53,106,141
117658,et,36,150,195
117659,gr,-56,98,129
117660,ri,-44,33,110
117661,ie,97,224,174
117662,ec,7,144,134
117663,ch,7,92,144
117664,mo,106,165,193
117665,ot,48,150,107
117666,ts,146,244,248
117667,se,121,199,219
117668,ec,53,179,131
117669,cr,130,290,256
117670,re,-46,97,114
117671,et,48,173,191
117672,gr,-63,86,145
117673,ri,-48,53,101
117674,ie,55,174,156
117675,ec,36,219,155
117676,ch,-27,96,156
117677,mo,95,187,186
117678,ot,17,135,109
117679,ts,142,253,260
117680,se,112,241,223
117681,ec,71,202,200
117682,cr,161,318,292
117683,re,-28,148,129
117684,et,45,162,221
117685,gr,-53,69,98
117686,ri,-44,56,78
117687,ie,51,217,151
117688,ec,7,163,173
117689,ch,-54,46,102
117690,mo,99,168,175
117691,ot,107,201,176
117692,ts,158,248,252
117693,se,102,216,192
117694,ec,16,146,130
117695,cr,139,293,269
117696,re,-47,95,107
117697,et,25,123,167
117698,gr,-37,92,104
117699,ri,-31,62,98
117700,ie,56,189,149
117701,ec,-31,121,102
117702,ch,20,97,172
117703,mo,101,165,175
117704,ot,32,121,96
117705,ts,126,232,215
117706,se,89,166,195
117707,ec,98,161,175
117708,cr,177,334,240
117709,re,-39,132,118
117710,et,-12,87,159
117711,gr,-65,83,106
117712,ri,-11,78,137
117713,ie,26,142,115
117714,ec,27,197,143
117715,ch,-11,84,159
117716,mo,101,173,188
117717,ot,40,133,112
117718,ts,126,228,219
117719,se,138,199,240
117720,ec,104,199,165
117721,cr,147,304,242
117722,re,-24,152,133
117723,et,42,171,218
117724,gr,-67,92,121
117725,ri,7,81,166
117726,ie,57,171,131
117727,ec,-12,149,102
117728,ch,7,97,168
117729,mo,119,182,204
117730,ot,51,146,114
117731,ts,143,249,238
117732,se,122,188,228
117733,ec,78,196,144
117734,cr,115,269,233
117735,re,-30,114,124
117736,et,22,132,166
117737,gr,-47,101,100
117738,ri,-62,15,86
117739,ie,89,234,166
117740,ec,-22,173,123
117741,ch,-60,32,135
117742,mo,103,177,187
117743,ot,-19,71,55
117744,ts,152,270,242
117745,se,114,217,232
117746,ec,151,272,254
117747,cr,132,310,253
117748,re,-38,106,140
117749,et,12,126,156
117750,gr,-66,93,110
117751,ri,-19,75,140
117752,ie,42,186,136
117753,ec,-32,173,112
117754,ch,-12,89,193
117755,mo,105,180,188
117756,ot,18,107,93
117757,ts,134,240,223
117758,se,110,195,216
117759,ec,57,164,142
117760,cr,105,249,212
117761,re,-39,108,105
117762,et,29,109,176
117763,gr,-32,114,97
117764,ri,18,109,164
117765,ie,32,174,123
117766,ec,17,152,159
117767,ch,6,94,141
117768,mo,101,167,184
117769,ot,7,109,73
117770,ts,113,216,215
117771,se,115,209,218
117772,ec,54,154,148
117773,cr,134,256,234
117774,re,-22,128,100
117775,et,47,140,197
117776,gr,-56,106,105
117777,ri,-12,53,150
117778,ie,85,191,150
117779,ec,19,191,125
117780,ch,-16,57,156
117781,mo,119,180,206
117782,ot,48,164,109
117783,ts,271,273,387
117784,se,96,184,98
117785,ec,55,168,143
117786,cr,132,344,245
117787,re,-36,105,176
117788,et,33,132,174
117789,gr,-52,95,94
117790,ri,-17,65,130
117791,ie,46,167,128
117792,ec,22,170,143
117793,ch,-27,75,121
117794,mo,92,141,189
117795,ot,11,121,60
117796,ts,111,222,221
117797,se,108,190,219
117798,ec,41,164,123
117799,cr,145,260,268
117800,re,-53,93,62
117801,et,47,146,193
117802,gr,-45,74,97
117803,ri,-14,60,105
117804,ie,71,184,145
117805,ec,32,183,145
117806,ch,-47,57,104
117807,mo,96,159,174
117808,ot,39,129,102
117809,ts,121,212,211
117810,se,104,175,195
117811,ec,45,162,116
117812,cr,123,270,240
117813,re,-54,85,93
117814,et,52,145,191
117815,gr,-54,79,114
117816,ri,11,77,144
117817,ie,56,172,122
117818,ec,23,163,139
117819,ch,6,84,146
117820,mo,130,178,192
117821,ot,31,127,79
117822,ts,145,233,241
117823,se,151,226,239
117824,ec,90,177,165
117825,cr,136,270,223
117826,re,-40,112,94
117827,et,17,115,169
117828,gr,-71,74,73
117829,ri,-26,88,119
117830,ie,56,175,170
117831,ec,40,179,159
117832,ch,-42,47,97
117833,mo,113,175,184
117834,ot,29,129,91
117835,ts,176,281,276
117836,se,107,218,212
117837,ec,70,150,181
117838,cr,142,269,222
117839,re,-35,106,92
117840,et,32,117,173
117841,gr,-51,82,89
117842,ri,-18,58,115
117843,ie,82,218,158
117844,ec,-11,165,125
117845,ch,-56,43,120
117846,mo,111,169,189
117847,ot,24,136,82
117848,ts,112,212,224
117849,se,120,195,220
117850,ec,53,171,128
117851,cr,134,282,252
117852,re,-34,66,114
117853,et,65,157,165
117854,gr,217,327,341
117855,ri,40,135,150
117856,ie,27,150,122
117857,ec,76,212,199
117858,ch,34,142,170
117859,mo,120,192,206
117860,ot,39,128,111
117861,ts,168,275,257
117862,se,105,184,212
117863,ec,160,206,239
117864,cr,181,327,227
117865,re,-37,122,109
117866,et,43,173,202
117867,gr,-46,86,96
117868,ri,32,107,164
117869,ie,28,163,103
117870,ec,7,137,142
117871,ch,-48,32,82
117872,mo,105,178,185
117873,ot,39,119,112
117874,ts,145,243,225
117875,se,243,334,341
117876,ec,638,737,729
117877,cr,151,278,250
117878,re,-24,89,103
117879,et,73,161,186
117880,gr,-42,78,94
117881,ri,-47,41,73
117882,ie,80,220,168
117883,ec,-13,126,127
117884,ch,-53,37,86
117885,mo,105,161,179
117886,ot,7,97,63
117887,ts,134,229,224
117888,se,87,153,182
117889,ec,49,160,115
117890,cr,135,220,246
117891,re,-33,114,52
117892,et,7,80,154
117893,gr,-74,92,91
117894,ri,-33,67,133
117895,ie,66,198,166
117896,ec,-12,179,120
117897,ch,-66,46,125
117898,mo,97,178,185
117899,ot,23,123,104
117900,ts,139,252,239
117901,se,109,203,222
117902,ec,83,173,177
117903,cr,116,270,206
117904,re,-40,128,114
117905,et,25,144,193
117906,gr,-61,71,83
117907,ri,-35,84,97
117908,ie,51,188,170
117909,ec,-40,135,97
117910,ch,-58,39,117
117911,mo,102,181,186
117912,ot,14,95,93
117913,ts,158,259,239
117914,se,94,220,195
117915,ec,12,129,138
117916,cr,131,296,248
117917,re,-42,103,123
117918,et,28,134,173
117919,gr,-81,63,99
117920,ri,-13,76,131
117921,ie,22,140,111
117922,ec,-19,110,99
117923,ch,87,171,216
117924,mo,102,167,183
117925,ot,13,117,78
117926,ts,144,226,248
117927,se,109,176,191
117928,ec,90,180,157
117929,cr,120,247,210
117930,re,-30,93,97
117931,et,34,158,157
117932,gr,-63,96,86
117933,ri,7,92,166
117934,ie,66,153,151
117935,ec,-25,125,62
117936,ch,18,128,168
117937,mo,131,204,212
117938,ot,44,132,117
117939,ts,132,246,220
117940,se,96,209,210
117941,ec,125,217,238
117942,cr,130,287,222
117943,re,-31,129,126
117944,et,43,157,203
117945,gr,-37,80,132
117946,ri,7,83,124
117947,ie,46,134,122
117948,ec,26,159,114
117949,ch,27,114,160
117950,mo,106,174,195
117951,ot,62,167,130
117952,ts,142,244,247
117953,se,108,198,210
117954,ec,72,179,162
117955,cr,134,297,241
117956,re,-37,103,126
117957,et,58,175,198
117958,gr,-49,82,95
117959,ri,20,101,151
117960,ie,14,149,95
117961,ec,-12,125,123
117962,ch,29,130,166
117963,mo,97,153,184
117964,ot,16,119,72
117965,ts,95,219,198
117966,se,110,158,234
117967,ec,59,155,107
117968,cr,505,647,601
117969,re,-47,82,95
117970,et,51,156,180
117971,gr,-69,96,90
117972,ri,-62,46,103
117973,ie,71,203,179
117974,ec,-28,173,104
117975,ch,-27,86,174
117976,mo,105,173,184
117977,ot,-21,112,47
117978,ts,119,244,252
117979,se,101,218,226
117980,ec,13,166,130
117981,cr,127,321,280
117982,re,-41,111,153
117983,et,58,185,210
117984,gr,-75,70,86
117985,ri,-30,66,115
117986,ie,33,168,129
117987,ec,-27,162,108
117988,ch,-31,72,158
117989,mo,102,206,183
117990,ot,-11,99,93
117991,ts,110,237,220
117992,se,86,206,213
117993,ec,81,208,201
117994,cr,120,302,247
117995,re,-53,94,129
117996,et,29,143,176
117997,gr,-55,88,90
117998,ri,9,97,152
117999,ie,25,156,113
118000,ec,-12,121,119
118001,ch,50,140,183
118002,mo,92,162,177
118003,ot,22,128,92
118004,ts,123,220,229
118005,se,99,203,196
118006,ec,61,181,165
118007,cr,160,285,280
118008,re,-39,121,86
118009,et,47,163,207
118010,gr,-70,70,106
118011,ri,-99,37,41
118012,ie,57,226,193
118013,ec,-24,139,145
118014,ch,-47,34,116
118015,mo,121,194,212
118016,ot,73,164,146
118017,ts,143,248,234
118018,se,102,209,207
118019,ec,79,154,186
118020,cr,133,274,208
118021,re,-31,80,110
118022,et,53,122,164
118023,gr,-53,90,99
118024,ri,-24,76,119
118025,ie,32,160,132
118026,ec,-11,116,117
118027,ch,18,119,145
118028,mo,97,162,183
118029,ot,48,157,113
118030,ts,115,231,224
118031,se,104,185,220
118032,ec,75,171,156
118033,cr,122,282,218
118034,re,-41,132,119
118035,et,7,120,180
118036,gr,-51,98,112
118037,ri,11,91,160
118038,ie,60,181,140
118039,ec,42,181,163
118040,ch,-12,74,127
118041,mo,140,204,221
118042,ot,65,170,129
118043,ts,222,329,327
118044,se,109,203,216
118045,ec,99,195,193
118046,cr,150,265,246
118047,re,-13,138,102
118048,et,16,103,167
118049,gr,-57,91,100
118050,ri,9,109,157
118051,ie,7,131,107
118052,ec,-16,144,108
118053,ch,36,128,196
118054,mo,115,182,189
118055,ot,56,161,123
118056,ts,131,228,236
118057,se,101,177,198
118058,ec,91,183,167
118059,cr,122,282,214
118060,re,-44,86,116
118061,et,48,140,178
118062,gr,-69,83,101
118063,ri,-15,71,137
118064,ie,69,189,155
118065,ec,-38,106,82
118066,ch,32,139,176
118067,mo,106,174,182
118068,ot,56,148,124
118069,ts,147,263,239
118070,se,99,231,215
118071,ec,180,282,312
118072,cr,165,333,267
118073,re,-25,142,143
118074,et,36,159,203
118075,gr,-59,71,89
118076,ri,-50,51,80
118077,ie,76,214,177
118078,ec,28,167,166
118079,ch,-48,53,91
118080,mo,106,170,173
118081,ot,52,168,116
118082,ts,162,275,278
118083,se,104,209,217
118084,ec,76,177,181
118085,cr,134,256,235
118086,re,-28,109,94
118087,et,38,113,175
118088,gr,-68,82,77
