,digraph,inter-key,uut,ddt,userNo
92414,an,145,232,232,006
92415,ni,24,151,111,006
92416,in,0,62,127,006
92417,na,28,100,90,006
92418,as,127,198,199,006
92419,ss,87,184,158,006
92420,si,-3,78,94,006
92421,nu,142,214,230,006
92422,ur,166,214,238,006
92423,re,53,101,101,006
92424,ey,88,173,136,006
92425,ye,1,63,86,006
92426,ev,199,287,261,006
92427,an,158,291,265,006
92428,ni,76,166,209,006
92429,in,-53,85,37,006
92430,na,78,179,216,006
92431,as,131,232,232,006
92432,ss,84,196,185,006
92433,si,-21,85,91,006
92434,nu,133,223,261,006
92435,ur,163,243,253,006
92436,re,55,153,135,006
92437,ey,62,159,160,006
92438,ye,55,125,152,006
92439,ev,179,288,249,006
92440,an,168,295,248,006
92441,ni,-23,103,104,006
92442,in,1,53,127,006
92443,na,1,61,53,006
92444,as,135,207,195,006
92445,ss,110,193,182,006
92446,si,-3,77,80,006
92447,nu,174,238,253,006
92448,ur,182,238,246,006
92449,re,62,126,118,006
92450,ey,103,175,167,006
92451,ye,70,133,142,006
92452,ev,175,263,238,006
92453,an,161,273,241,006
92454,ni,486,589,598,006
92455,in,-16,87,87,006
92456,na,45,116,148,006
92457,as,159,230,230,006
92458,ss,79,150,150,006
92459,si,-22,65,49,006
92460,nu,167,231,246,006
92461,ur,166,221,230,006
92462,re,71,134,126,006
92463,ey,55,127,118,006
92464,ye,29,93,101,006
92465,ev,199,271,263,006
92466,an,88,185,160,006
92467,ni,-3,92,94,006
92468,in,1,69,96,006
92469,na,0,62,68,006
92470,as,127,198,189,006
92471,ss,103,175,174,006
92472,si,24,120,96,006
92473,nu,126,190,206,006
92474,ur,166,213,230,006
92475,re,38,94,85,006
92476,ey,88,159,144,006
92477,ye,30,101,101,006
92478,ev,159,489,230,006
92479,an,121,202,200,006
92480,ni,-3,109,78,006
92481,in,1,54,113,006
92482,na,28,84,81,006
92483,as,126,190,182,006
92484,ss,111,175,175,006
92485,si,16,104,80,006
92486,nu,199,255,278,006
92487,ur,182,237,238,006
92488,re,70,126,125,006
92489,ey,87,143,143,006
92490,ye,37,109,93,006
92491,ev,159,231,231,006
92492,an,211,328,286,006
92493,ni,-11,133,106,006
92494,in,-21,80,123,006
92495,na,30,126,131,006
92496,as,148,222,244,006
92497,ss,98,194,172,006
92498,si,39,135,135,006
92499,nu,345,436,446,006
92500,ur,372,473,463,006
92501,re,120,179,221,006
92502,ey,79,153,138,006
92503,ye,99,173,173,006
92504,ev,216,322,290,006
92505,an,230,374,331,006
92506,ni,-32,101,112,006
92507,in,-26,64,107,006
92508,na,33,187,123,006
92509,as,138,223,292,006
92510,ss,89,185,174,006
92511,si,-6,111,90,006
92512,nu,142,222,244,006
92513,ur,125,210,205,006
92514,re,109,194,194,006
92515,ey,30,115,115,006
92516,ye,44,140,129,006
92517,ev,146,236,242,006
92518,an,93,210,194,006
92519,ni,-6,90,111,006
92520,in,-21,48,75,006
92521,na,58,154,127,006
92522,as,122,207,218,006
92523,ss,53,143,138,006
92524,si,24,98,114,006
92525,nu,132,206,228,006
92526,ur,51,141,125,006
92527,re,101,186,191,006
92528,ey,16,96,101,006
92529,ye,49,139,129,006
92530,ev,153,248,243,006
92531,an,104,237,195,006
92532,ni,29,156,162,006
92533,in,-37,80,90,006
92534,na,29,114,146,006
92535,as,117,197,202,006
92536,ss,77,167,157,006
92537,si,-5,112,85,006
92538,nu,145,214,240,006
92539,ur,184,248,253,006
92540,re,104,173,168,006
92541,ey,51,147,120,006
92542,ye,60,145,156,006
92543,ev,170,265,255,006
92544,an,193,310,278,006
92545,ni,-11,101,106,006
92546,in,-16,75,96,006
92547,na,16,112,107,006
92548,as,128,208,224,006
92549,ss,82,172,162,006
92550,si,16,101,106,006
92551,nu,126,195,232,006
92552,ur,296,375,365,006
92553,re,123,202,202,006
92554,ey,50,140,129,006
92555,ye,33,124,123,006
92556,ev,156,252,247,006
92557,an,120,264,221,006
92558,ni,-43,85,101,006
92559,in,-16,80,112,006
92560,na,-16,85,80,006
92561,as,119,199,220,006
92562,ss,73,175,153,006
92563,si,-38,69,64,006
92564,nu,127,207,223,006
92565,ur,240,299,320,006
92566,re,102,187,161,006
92567,ey,35,125,120,006
92568,ye,48,133,138,006
92569,ev,151,241,236,006
92570,an,144,293,240,006
92571,ni,-16,112,133,006
92572,in,-11,80,117,006
92573,na,54,128,145,006
92574,as,144,229,218,006
92575,ss,83,174,168,006
92576,si,5,117,96,006
92577,nu,127,202,217,006
92578,ur,243,312,318,006
92579,re,142,222,211,006
92580,ey,58,143,138,006
92581,ye,55,140,140,006
92582,ev,157,258,242,006
92583,an,297,403,384,006
92584,ni,-4,107,102,006
92585,in,1,78,112,006
92586,na,1,69,78,006
92587,as,119,207,187,006
92588,ss,86,172,174,006
92589,si,-53,42,33,006
92590,nu,158,206,238,006
92591,ur,198,246,246,006
92592,re,53,101,101,006
92593,ey,88,160,136,006
92594,ye,36,93,108,006
92595,ev,166,222,223,006
92596,an,90,213,202,006
92597,ni,-38,79,85,006
92598,in,-5,59,112,006
92599,na,-11,74,53,006
92600,as,111,196,196,006
92601,ss,77,168,162,006
92602,si,34,141,125,006
92603,nu,112,182,208,006
92604,ur,54,139,124,006
92605,re,99,189,184,006
92606,ey,25,100,115,006
92607,ye,33,123,108,006
92608,ev,137,227,227,006
92609,an,145,225,232,006
92610,ni,22,126,102,006
92611,in,0,54,104,006
92612,na,60,124,114,006
92613,as,159,231,223,006
92614,ss,110,193,182,006
92615,si,-3,93,80,006
92616,nu,149,213,237,006
92617,ur,150,214,214,006
92618,re,78,142,142,006
92619,ey,63,134,127,006
92620,ye,46,110,117,006
92621,ev,167,254,231,006
92622,an,104,248,216,006
92623,ni,-48,80,96,006
92624,in,-40,80,88,006
92625,na,-24,96,96,006
92626,as,128,232,248,006
92627,ss,56,184,160,006
92628,si,-32,112,96,006
92629,nu,120,208,239,006
92630,ur,224,352,312,006
92631,re,457,576,585,006
92632,ey,136,256,255,006
92633,ye,104,216,224,006
92634,ev,136,248,248,006
92635,an,177,315,320,006
92636,ni,79,169,217,006
92637,in,-48,75,42,006
92638,na,42,159,165,006
92639,as,147,248,264,006
92640,ss,76,204,177,006
92641,si,-6,111,122,006
92642,nu,136,231,253,006
92643,ur,186,271,281,006
92644,re,81,150,166,006
92645,ey,76,188,145,006
92646,ye,92,182,204,006
92647,ev,181,287,271,006
92648,an,136,240,272,006
92649,ni,47,150,151,006
92650,in,-24,62,79,006
92651,na,69,140,155,006
92652,as,152,223,223,006
92653,ss,102,174,173,006
92654,si,25,128,97,006
92655,nu,183,255,278,006
92656,ur,214,277,286,006
92657,re,78,142,141,006
92658,ey,80,159,144,006
92659,ye,21,101,100,006
92660,ev,199,279,279,006
92661,an,127,256,223,006
92662,ni,0,96,129,006
92663,in,-32,47,64,006
92664,na,1,81,80,006
92665,as,127,192,207,006
92666,ss,111,176,176,006
92667,si,47,144,112,006
92668,nu,111,192,207,006
92669,ur,143,207,224,006
92670,re,64,113,128,006
92671,ey,63,127,112,006
92672,ye,32,97,96,006
92673,ev,159,224,224,006
92674,an,112,210,183,006
92675,ni,-3,108,95,006
92676,in,-16,60,95,006
92677,na,0,71,76,006
92678,as,134,198,205,006
92679,ss,94,173,158,006
92680,si,-30,41,49,006
92681,nu,159,223,239,006
92682,ur,157,205,221,006
92683,re,70,134,118,006
92684,ey,39,120,103,006
92685,ye,29,92,110,006
92686,ev,159,231,222,006
92687,an,201,289,296,006
92688,ni,15,126,103,006
92689,in,1,69,112,006
92690,na,1,53,69,006
92691,as,135,199,187,006
92692,ss,102,165,166,006
92693,si,-22,65,41,006
92694,nu,127,190,231,006
92695,ur,166,214,229,006
92696,re,54,101,102,006
92697,ey,152,207,199,006
92698,ye,30,102,85,006
92699,ev,167,238,239,006
92700,an,147,265,254,006
92701,ni,-6,117,112,006
92702,in,-22,63,101,006
92703,na,11,112,96,006
92704,as,135,220,236,006
92705,ss,86,172,171,006
92706,si,15,111,101,006
92707,nu,140,225,236,006
92708,ur,173,252,258,006
92709,re,78,241,157,006
92710,ey,1,72,164,006
92711,ye,16,107,87,006
92712,ev,171,267,262,006
92713,an,62,184,174,006
92714,ni,-21,91,101,006
92715,in,-22,58,90,006
92716,na,5,96,85,006
92717,as,117,208,208,006
92718,ss,67,168,158,006
92719,si,5,106,106,006
92720,nu,136,215,237,006
92721,ur,162,221,241,006
92722,re,59,139,118,006
92723,ey,73,164,153,006
92724,ye,10,111,101,006
92725,ev,145,241,246,006
92726,an,116,250,217,006
92727,ni,-21,96,113,006
92728,in,-21,69,96,006
92729,na,11,96,101,006
92730,as,110,200,195,006
92731,ss,77,194,167,006
92732,si,33,140,150,006
92733,nu,120,200,226,006
92734,ur,156,231,236,006
92735,re,169,173,244,006
92736,ey,79,143,83,006
92737,ye,79,180,143,006
92738,ev,142,243,243,006
92739,an,220,331,310,006
92740,ni,6,112,117,006
92741,in,-26,53,80,006
92742,na,11,101,90,006
92743,as,121,211,211,006
92744,ss,57,163,147,006
92745,si,-10,96,96,006
92746,nu,136,216,238,006
92747,ur,157,231,237,006
92748,re,101,186,175,006
92749,ey,79,164,164,006
92750,ye,52,143,137,006
92751,ev,163,258,254,006
92752,an,80,170,152,006
92753,ni,-3,115,87,006
92754,in,-1,39,117,006
92755,na,20,84,60,006
92756,as,135,199,199,006
92757,ss,126,174,190,006
92758,si,16,112,64,006
92759,nu,127,190,198,006
92760,ur,142,190,205,006
92761,re,46,110,94,006
92762,ey,55,127,119,006
92763,ye,29,85,101,006
92764,ev,167,231,223,006
92765,an,119,191,232,006
92766,ni,15,141,87,006
92767,in,1,69,127,006
92768,na,1,70,69,006
92769,as,127,207,196,006
92770,ss,103,186,183,006
92771,si,-3,92,80,006
92772,nu,175,230,255,006
92773,ur,936,999,991,006
92774,re,70,133,133,006
92775,ey,71,135,134,006
92776,ye,38,118,102,006
92777,ev,150,222,230,006
92778,an,217,352,297,006
92779,ni,15,126,150,006
92780,in,1,70,112,006
92781,na,37,109,106,006
92782,as,135,247,207,006
92783,ss,54,134,166,006
92784,si,16,112,96,006
92785,nu,166,238,254,006
92786,ur,166,238,238,006
92787,re,85,141,157,006
92788,ey,55,135,111,006
92789,ye,53,109,133,006
92790,ev,191,264,247,006
92791,an,169,270,281,006
92792,ni,25,126,126,006
92793,in,-11,64,90,006
92794,na,31,127,106,006
92795,as,123,219,219,006
92796,ss,65,193,161,006
92797,si,-16,64,112,006
92798,nu,117,197,213,006
92799,ur,107,198,187,006
92800,re,97,182,188,006
92801,ey,16,101,101,006
92802,ye,41,142,126,006
92803,ev,134,230,235,006
92804,an,145,277,257,006
92805,ni,2,97,134,006
92806,in,-25,54,70,006
92807,na,52,132,131,006
92808,as,135,207,215,006
92809,ss,111,202,183,006
92810,si,-3,92,88,006
92811,nu,143,215,230,006
92812,ur,190,269,262,006
92813,re,70,134,149,006
92814,ey,55,135,119,006
92815,ye,54,134,134,006
92816,ev,182,270,262,006
92817,an,185,265,272,006
92818,ni,135,262,215,006
92819,in,-16,70,111,006
92820,na,53,124,139,006
92821,as,135,199,206,006
92822,ss,95,174,159,006
92823,si,24,112,103,006
92824,nu,142,198,230,006
92825,ur,182,237,238,006
92826,re,70,118,125,006
92827,ey,71,143,119,006
92828,ye,21,85,93,006
92829,ev,151,223,215,006
92830,an,97,241,209,006
92831,ni,5,133,149,006
92832,in,-21,69,107,006
92833,na,49,140,139,006
92834,as,140,225,231,006
92835,ss,76,161,161,006
92836,si,-5,90,80,006
92837,nu,113,177,219,006
92838,ur,41,132,105,006
92839,re,102,187,193,006
92840,ey,16,101,101,006
92841,ye,61,157,146,006
92842,ev,153,248,249,006
92843,an,184,288,256,006
92844,ni,168,286,272,006
92845,in,1,79,119,006
92846,na,28,100,106,006
92847,as,127,190,199,006
92848,ss,111,183,174,006
92849,si,40,127,112,006
92850,nu,143,206,231,006
92851,ur,351,406,414,006
92852,re,78,125,133,006
92853,ey,96,168,143,006
92854,ye,29,101,101,006
92855,ev,167,247,239,006
92856,an,25,110,126,006
92857,ni,-5,96,80,006
92858,in,27,69,128,006
92859,na,11,107,53,006
92860,as,115,205,211,006
92861,ss,125,178,215,006
92862,si,408,504,461,006
92863,nu,116,191,206,006
92864,ur,49,140,124,006
92865,re,116,206,207,006
92866,ey,132,201,222,006
92867,ye,69,160,138,006
92868,ev,188,244,279,006
92869,an,49,155,168,006
92870,ni,-3,100,103,006
92871,in,0,43,103,006
92872,na,0,87,43,006
92873,as,127,215,214,006
92874,ss,78,189,166,006
92875,si,-22,72,89,006
92876,nu,206,278,294,006
92877,ur,190,253,262,006
92878,re,23,86,86,006
92879,ey,87,165,150,006
92880,ye,1,72,79,006
92881,ev,191,262,262,006
92882,an,161,283,257,006
92883,ni,-10,117,112,006
92884,in,-26,64,101,006
92885,na,16,112,106,006
92886,as,130,210,226,006
92887,ss,82,183,162,006
92888,si,-42,75,59,006
92889,nu,92,183,215,006
92890,ur,66,151,157,006
92891,re,95,191,180,006
92892,ey,-5,85,91,006
92893,ye,33,113,123,006
92894,ev,148,234,228,006
92895,an,120,251,216,006
92896,ni,-4,83,127,006
92897,in,-17,62,70,006
92898,na,28,92,107,006
92899,as,135,223,199,006
92900,ss,86,149,174,006
92901,si,-21,81,42,006
92902,nu,150,222,238,006
92903,ur,165,245,237,006
92904,re,46,94,126,006
92905,ey,79,165,127,006
92906,ye,1,63,87,006
92907,ev,175,247,237,006
92908,an,188,295,278,006
92909,ni,130,263,237,006
92910,in,-32,80,101,006
92911,na,92,182,204,006
92912,as,151,220,241,006
92913,ss,111,212,180,006
92914,si,26,159,127,006
92915,nu,760,840,861,006
92916,ur,127,234,207,006
92917,re,110,222,217,006
92918,ey,104,253,216,006
92919,ye,58,157,207,006
92920,ev,169,264,268,006
92921,an,96,223,202,006
92922,ni,-32,80,95,006
92923,in,-5,75,107,006
92924,na,27,118,107,006
92925,as,129,209,220,006
92926,ss,84,185,164,006
92927,si,6,112,107,006
92928,nu,163,242,275,006
92929,ur,229,293,308,006
92930,re,285,349,349,006
92931,ey,117,212,181,006
92932,ye,438,507,533,006
92933,ev,172,237,241,006
92934,an,117,239,234,006
92935,ni,-21,112,101,006
92936,in,-37,64,96,006
92937,na,-5,85,96,006
92938,as,126,205,216,006
92939,ss,76,188,155,006
92940,si,30,131,142,006
92941,nu,175,260,286,006
92942,ur,233,313,318,006
92943,re,82,156,162,006
92944,ey,47,148,121,006
92945,ye,16,112,117,006
92946,ev,164,255,260,006
92947,an,140,283,273,006
92948,ni,94,217,237,006
92949,in,-43,79,80,006
92950,na,-5,107,117,006
92951,as,110,206,222,006
92952,ss,76,199,172,006
92953,si,-69,53,54,006
92954,nu,109,204,215,006
92955,ur,323,403,418,006
92956,re,105,196,185,006
92957,ey,59,150,150,006
92958,ye,25,132,116,006
92959,ev,142,232,249,006
92960,an,144,239,224,006
92961,ni,31,118,126,006
92962,in,-16,63,71,006
92963,na,44,116,123,006
92964,as,135,214,207,006
92965,ss,103,174,182,006
92966,si,57,161,128,006
92967,nu,142,206,230,006
92968,ur,142,198,206,006
92969,re,62,125,118,006
92970,ey,79,143,142,006
92971,ye,70,141,134,006
92972,ev,184,263,255,006
92973,an,96,234,191,006
92974,ni,-2,100,136,006
92975,in,-16,70,86,006
92976,na,20,93,106,006
92977,as,134,207,207,006
92978,ss,94,177,167,006
92979,si,-3,101,80,006
92980,nu,183,247,262,006
92981,ur,174,237,238,006
92982,re,54,118,117,006
92983,ey,96,159,160,006
92984,ye,30,109,93,006
92985,ev,176,255,255,006
92986,an,236,364,326,006
92987,ni,-54,74,74,006
92988,in,-11,91,117,006
92989,na,49,144,151,006
92990,as,135,220,230,006
92991,ss,78,179,163,006
92992,si,-5,96,96,006
92993,nu,107,182,198,006
92994,ur,54,134,129,006
92995,re,105,201,185,006
92996,ey,41,116,137,006
92997,ye,40,136,115,006
92998,ev,137,227,233,006
92999,an,66,183,172,006
93000,ni,-42,75,75,006
93001,in,-16,85,101,006
93002,na,-27,64,74,006
93003,as,110,200,201,006
93004,ss,77,167,167,006
93005,si,-26,85,64,006
93006,nu,140,214,241,006
93007,ur,124,220,198,006
93008,re,93,184,189,006
93009,ey,53,133,144,006
93010,ye,62,164,142,006
93011,ev,141,237,243,006
93012,an,64,160,186,006
93013,ni,-11,106,85,006
93014,in,-5,64,112,006
93015,na,166,331,235,006
93016,as,217,297,382,006
93017,ss,74,165,154,006
93018,si,16,101,107,006
93019,nu,118,203,224,006
93020,ur,91,176,176,006
93021,re,137,185,222,006
93022,ey,29,136,77,006
93023,ye,168,258,275,006
93024,ev,164,255,254,006
93025,an,241,324,328,006
93026,ni,-4,107,79,006
93027,in,0,54,111,006
93028,na,36,132,90,006
93029,as,159,222,255,006
93030,ss,103,201,166,006
93031,si,-4,70,94,006
93032,nu,175,239,254,006
93033,ur,182,230,246,006
93034,re,45,101,93,006
93035,ey,80,151,136,006
93036,ye,30,102,101,006
93037,ev,183,254,255,006
93038,an,113,203,208,006
93039,ni,-4,108,86,006
93040,in,1,61,113,006
93041,na,21,93,81,006
93042,as,126,198,198,006
93043,ss,86,158,158,006
93044,si,25,121,97,006
93045,nu,142,206,230,006
93046,ur,166,229,230,006
93047,re,70,134,133,006
93048,ey,95,159,159,006
93049,ye,38,117,102,006
93050,ev,175,255,254,006
93051,an,57,174,158,006
93052,ni,-37,102,80,006
93053,in,-22,74,117,006
93054,na,-16,80,80,006
93055,as,115,211,211,006
93056,ss,86,182,182,006
93057,si,-5,117,91,006
93058,nu,152,221,270,006
93059,ur,88,178,157,006
93060,re,104,189,194,006
93061,ey,89,158,174,006
93062,ye,103,194,172,006
93063,ev,163,259,254,006
93064,an,111,260,191,006
93065,ni,-38,96,111,006
93066,in,-32,85,102,006
93067,na,25,121,142,006
93068,as,109,194,205,006
93069,ss,86,172,171,006
93070,si,-11,101,75,006
93071,nu,134,209,241,006
93072,ur,117,207,192,006
93073,re,111,196,201,006
93074,ey,43,128,128,006
93075,ye,52,137,137,006
93076,ev,147,243,232,006
93077,an,87,204,188,006
93078,ni,-11,112,106,006
93079,in,-32,64,91,006
93080,na,10,106,106,006
93081,as,183,210,279,006
93082,ss,72,168,99,006
93083,si,-27,75,69,006
93084,nu,102,182,209,006
93085,ur,65,150,145,006
93086,re,106,201,191,006
93087,ey,31,106,126,006
93088,ye,29,130,104,006
93089,ev,168,264,269,006
93090,an,188,310,295,006
93091,ni,44,155,166,006
93092,in,-42,75,69,006
93093,na,47,143,164,006
93094,as,124,209,220,006
93095,ss,70,171,155,006
93096,si,-5,123,96,006
93097,nu,113,198,219,006
93098,ur,108,193,193,006
93099,re,109,195,194,006
93100,ey,24,109,110,006
93101,ye,52,137,137,006
93102,ev,149,234,234,006
93103,an,88,205,189,006
93104,ni,-5,117,112,006
93105,in,-10,48,112,006
93106,na,16,107,74,006
93107,as,134,219,225,006
93108,ss,84,142,169,006
93109,si,11,117,69,006
93110,nu,263,354,364,006
93111,ur,216,290,307,006
93112,re,89,169,163,006
93113,ey,55,151,135,006
93114,ye,31,121,127,006
93115,ev,165,260,255,006
93116,an,131,249,216,006
93117,ni,-11,101,107,006
93118,in,-11,79,101,006
93119,na,31,121,121,006
93120,as,113,193,203,006
93121,ss,87,178,167,006
93122,si,27,123,118,006
93123,nu,129,219,235,006
93124,ur,186,260,276,006
93125,re,82,157,156,006
93126,ey,69,160,144,006
93127,ye,70,145,161,006
93128,ev,163,248,238,006
93129,an,149,277,247,006
93130,ni,-27,96,101,006
93131,in,-32,58,91,006
93132,na,-10,96,80,006
93133,as,118,198,224,006
93134,ss,63,169,143,006
93135,si,30,126,136,006
93136,nu,153,244,265,006
93137,ur,184,258,275,006
93138,re,65,155,139,006
93139,ey,61,152,151,006
93140,ye,-5,101,86,006
93141,ev,116,222,222,006
93142,an,224,320,272,006
93143,ni,0,128,96,006
93144,in,-16,48,112,006
93145,na,64,112,128,006
93146,as,144,208,192,006
93147,ss,96,176,160,006
93148,si,0,96,80,006
93149,nu,144,208,224,006
93150,ur,144,208,208,006
93151,re,32,96,96,006
93152,ey,80,144,144,006
93153,ye,64,112,128,006
93154,ev,176,240,224,006
93155,an,180,308,271,006
93156,ni,-27,80,101,006
93157,in,-11,79,96,006
93158,na,42,138,132,006
93159,as,148,278,244,006
93160,ss,26,122,156,006
93161,si,-16,90,80,006
93162,nu,171,240,272,006
93163,ur,93,194,162,006
93164,re,110,196,211,006
93165,ey,102,182,188,006
93166,ye,93,189,173,006
93167,ev,167,268,263,006
93168,an,160,256,224,006
93169,ni,16,144,112,006
93170,in,-16,48,112,006
93171,na,32,112,96,006
93172,as,144,208,224,006
93173,ss,96,160,160,006
93174,si,32,112,96,006
93175,nu,144,208,224,006
93176,ur,160,224,224,006
93177,re,48,112,112,006
93178,ey,48,128,112,006
93179,ye,16,96,96,006
93180,ev,160,224,240,006
93181,an,37,122,138,006
93182,ni,-32,85,53,006
93183,in,-5,64,112,006
93184,na,-5,80,64,006
93185,as,150,241,235,006
93186,ss,86,171,177,006
93187,si,-26,85,59,006
93188,nu,115,200,221,006
93189,ur,67,152,152,006
93190,re,109,194,194,006
93191,ey,30,110,115,006
93192,ye,50,141,130,006
93193,ev,173,274,264,006
93194,an,154,260,250,006
93195,ni,-5,117,101,006
93196,in,-21,64,101,006
93197,na,42,122,127,006
93198,as,127,212,207,006
93199,ss,85,180,170,006
93200,si,-16,91,79,006
93201,nu,110,190,206,006
93202,ur,105,185,185,006
93203,re,110,189,190,006
93204,ey,16,96,95,006
93205,ye,57,153,137,006
93206,ev,137,228,233,006
93207,an,112,232,216,006
93208,ni,135,254,255,006
93209,in,62,150,181,006
93210,na,365,452,453,006
93211,as,151,223,238,006
93212,ss,102,166,174,006
93213,si,25,120,89,006
93214,nu,215,295,327,006
93215,ur,198,261,278,006
93216,re,62,118,125,006
93217,ey,87,159,143,006
93218,ye,21,93,93,006
93219,ev,175,271,247,006
93220,an,103,215,194,006
93221,ni,-16,96,96,006
93222,in,-16,58,96,006
93223,na,26,111,100,006
93224,as,114,263,199,006
93225,ss,12,124,161,006
93226,si,-27,85,85,006
93227,nu,110,169,206,006
93228,ur,71,156,130,006
93229,re,125,220,210,006
93230,ey,444,523,539,006
93231,ye,94,184,173,006
93232,ev,145,230,235,006
93233,an,658,786,711,006
93234,ni,-6,96,122,006
93235,in,-32,90,70,006
93236,na,84,174,206,006
93237,as,159,244,249,006
93238,ss,115,163,200,006
93239,si,-6,106,42,006
93240,nu,188,268,295,006
93241,ur,399,514,479,006
93242,re,99,174,214,006
93243,ey,79,164,154,006
93244,ye,48,129,133,006
93245,ev,164,287,245,006
93246,an,229,268,331,006
93247,ni,-35,91,4,006
93248,in,-22,64,104,006
93249,na,10,90,96,006
93250,as,134,225,214,006
93251,ss,74,169,165,006
93252,si,40,130,135,006
93253,nu,619,709,709,006
93254,ur,200,290,290,006
93255,re,120,205,210,006
93256,ey,94,173,179,006
93257,ye,85,181,164,006
93258,ev,156,252,252,006
93259,an,200,295,301,006
93260,ni,-10,96,85,006
93261,in,-5,85,101,006
93262,na,11,96,101,006
93263,as,118,209,203,006
93264,ss,78,174,169,006
93265,si,5,112,101,006
93266,nu,134,214,240,006
93267,ur,163,243,243,006
93268,re,59,144,139,006
93269,ey,68,164,153,006
93270,ye,47,143,143,006
93271,ev,168,263,264,006
93272,an,114,226,226,006
93273,ni,-5,112,107,006
93274,in,-27,75,90,006
93275,na,5,101,107,006
93276,as,121,201,217,006
93277,ss,95,185,175,006
93278,si,-5,96,85,006
93279,nu,140,220,236,006
93280,ur,116,235,196,006
93281,re,82,157,201,006
93282,ey,16,101,91,006
93283,ye,72,167,157,006
93284,ev,151,241,246,006
93285,an,6,107,155,006
93286,ni,-16,96,85,006
93287,in,-16,69,96,006
93288,na,16,128,101,006
93289,as,113,199,225,006
93290,ss,46,142,132,006
93291,si,-10,80,86,006
93292,nu,116,196,223,006
93293,ur,129,220,209,006
93294,re,79,170,170,006
93295,ey,38,123,129,006
93296,ye,-5,96,80,006
93297,ev,121,222,222,006
93298,an,151,284,290,006
93299,ni,122,266,255,006
93300,in,-37,80,107,006
93301,na,85,191,202,006
93302,as,135,225,241,006
93303,ss,79,180,169,006
93304,si,-16,106,85,006
93305,nu,177,267,288,006
93306,ur,164,276,254,006
93307,re,104,200,216,006
93308,ey,44,135,140,006
93309,ye,10,112,101,006
93310,ev,156,294,258,006
93311,an,81,161,176,006
93312,ni,22,133,102,006
93313,in,-16,23,95,006
93314,na,28,92,67,006
93315,as,191,262,255,006
93316,ss,79,135,150,006
93317,si,64,143,120,006
93318,nu,159,214,239,006
93319,ur,166,214,221,006
93320,re,134,198,182,006
93321,ey,55,118,119,006
93322,ye,54,127,117,006
93323,ev,174,245,247,006
93324,an,138,255,226,006
93325,ni,-23,87,94,006
93326,in,1,38,111,006
93327,na,29,92,66,006
93328,as,151,215,214,006
93329,ss,110,194,174,006
93330,si,-3,85,81,006
93331,nu,174,238,247,006
93332,ur,197,253,261,006
93333,re,70,126,126,006
93334,ey,71,135,127,006
93335,ye,53,125,117,006
93336,ev,167,247,239,006
93337,an,145,256,217,006
93338,ni,15,126,126,006
93339,in,1,75,112,006
93340,na,1,72,75,006
93341,as,174,238,245,006
93342,ss,79,166,143,006
93343,si,17,97,104,006
93344,nu,175,239,254,006
93345,ur,182,245,246,006
93346,re,62,126,125,006
93347,ey,64,127,128,006
93348,ye,21,93,84,006
93349,ev,168,231,240,006
93350,an,160,256,248,006
93351,ni,15,118,111,006
93352,in,1,46,104,006
93353,na,21,92,66,006
93354,as,143,207,214,006
93355,ss,94,158,158,006
93356,si,32,120,96,006
93357,nu,158,214,238,006
93358,ur,237,309,293,006
93359,re,94,142,166,006
93360,ey,63,135,111,006
93361,ye,29,101,101,006
93362,ev,173,231,245,006
93363,an,443,587,496,006
93364,ni,-5,122,139,006
93365,in,-32,70,95,006
93366,na,67,162,169,006
93367,as,130,220,225,006
93368,ss,92,193,182,006
93369,si,-21,85,80,006
93370,nu,165,245,271,006
93371,ur,139,225,219,006
93372,re,105,185,191,006
93373,ey,16,106,96,006
93374,ye,45,130,135,006
93375,ev,163,248,248,006
93376,an,129,251,208,006
93377,ni,-3,100,119,006
93378,in,1,38,104,006
93379,na,21,92,58,006
93380,as,159,231,230,006
93381,ss,94,176,166,006
93382,si,-3,94,79,006
93383,nu,167,230,246,006
93384,ur,295,358,358,006
93385,re,78,142,141,006
93386,ey,64,142,128,006
93387,ye,0,62,78,006
93388,ev,175,247,237,006
93389,an,136,248,200,006
93390,ni,38,150,150,006
93391,in,0,70,112,006
93392,na,28,100,98,006
93393,as,151,215,223,006
93394,ss,102,175,166,006
93395,si,-3,63,70,006
93396,nu,159,214,247,006
93397,ur,182,238,237,006
93398,re,77,141,133,006
93399,ey,63,127,127,006
93400,ye,30,101,94,006
93401,ev,184,263,255,006
93402,an,129,224,216,006
93403,ni,79,190,174,006
93404,in,-24,63,87,006
93405,na,28,108,115,006
93406,as,127,198,207,006
93407,ss,95,176,166,006
93408,si,-3,79,78,006
93409,nu,143,206,231,006
93410,ur,158,222,221,006
93411,re,62,133,126,006
93412,ey,24,112,95,006
93413,ye,29,109,117,006
93414,ev,159,238,239,006
93415,an,-10,102,155,006
93416,ni,-38,90,74,006
93417,in,-21,64,107,006
93418,na,-27,101,58,006
93419,as,134,214,262,006
93420,ss,74,185,154,006
93421,si,-32,69,79,006
93422,nu,105,179,206,006
93423,ur,356,446,430,006
93424,re,109,194,199,006
93425,ey,62,136,147,006
93426,ye,26,127,100,006
93427,ev,116,218,217,006
93428,an,148,297,260,006
93429,ni,-27,112,122,006
93430,in,-27,85,112,006
93431,na,16,111,128,006
93432,as,171,266,266,006
93433,ss,87,209,182,006
